trajectory_id,step,query,new_query,action,action_name,reward,done,ndcg_before,ndcg_after,recall_before,recall_after,cost,cum_cost,elapsed_ms,cum_elapsed_ms
58,2,who sings the beach song do the bop shake theme gomez selena freak kidz singing valens cena john,who sings the beach song do the bop shake theme gomez selena freak kidz singing valens cena john,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.10,3451.18
59,0,How Much is Blanket Jackson Worth,How Much is Blanket Jackson Worth,1,Rerank,-0.100000,False,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,3738.11,3738.11
59,1,How Much is Blanket Jackson Worth,How Much is Blanket Jackson Worth prince michael net 2021 pisces million born age siblings 2002,2,PseudoRelevanceFeedback,-0.838140,False,1.000000,0.630930,1.000000,1.000000,0.000000,0.000000,3385.55,7123.67
59,2,How Much is Blanket Jackson Worth prince michael net 2021 pisces million born age siblings 2002,"What is Blanket Jackson's net worth in 2021, including details about Prince Michael, his zodiac sign (Pisces), birth year (2002), age, siblings, and net worth in millions?",0,QueryReform,-0.500526,False,0.630930,0.430677,1.000000,1.000000,0.000019,0.000019,4932.69,12056.35
60,0,what is lemonwire,What is LemonWire?,0,QueryReform,-0.100006,False,1.000000,1.000000,1.000000,1.000000,0.000006,0.000006,893.37,893.37
60,1,What is LemonWire?,What is LemonWire?,3,STOP,0.000000,True,1.000000,1.000000,1.000000,1.000000,0.000000,0.000006,0.07,893.43
61,0,who sings time won't let me,"The song ""Time Won't Let Me"" is performed by The Outsiders.",0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,1949.20,1949.20
61,1,"The song ""Time Won't Let Me"" is performed by The Outsiders.","The song ""Time Won't Let Me"" is performed by The Outsiders.",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,2254.64,4203.84
61,2,"The song ""Time Won't Let Me"" is performed by The Outsiders.","""The song 'Time Won't Let Me' by The Outsiders""",0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000020,1253.71,5457.56
62,0,what is leflunomide used to treat,What is leflunomide used to treat?,0,QueryReform,-0.100009,False,0.356207,0.356207,1.000000,1.000000,0.000009,0.000009,932.64,932.64
62,1,What is leflunomide used to treat?,What is leflunomide used to treat? arava rheumatoid arthritis taking brand effects happens imprinted drugs warnings,2,PseudoRelevanceFeedback,-0.181485,False,0.356207,0.315465,1.000000,1.000000,0.000000,0.000009,1351.97,2284.61
62,2,What is leflunomide used to treat? arava rheumatoid arthritis taking brand effects happens imprinted drugs warnings,"What is leflunomide (brand name Arava) used to treat, including its effects, warnings, and what happens when taking it for rheumatoid arthritis?",0,QueryReform,-0.100017,False,0.315465,0.315465,1.000000,1.000000,0.000017,0.000025,2743.40,5028.01
63,0,who sings walking in the air,who sings walking in the air,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,0.11
64,0,what is kt tape made of,what is kt tape made of pro elastic kinesio fibers athletic pain individual support synthetic cotton,2,PseudoRelevanceFeedback,-0.100000,False,0.630930,0.630930,1.000000,1.000000,0.000000,0.000000,10861.20,10861.20
64,1,what is kt tape made of pro elastic kinesio fibers athletic pain individual support synthetic cotton,what is kt tape made of pro elastic kinesio fibers athletic pain individual support synthetic cotton,1,Rerank,-0.100000,False,0.630930,0.630930,1.000000,1.000000,0.000000,0.000000,2169.32,13030.52
64,2,what is kt tape made of pro elastic kinesio fibers athletic pain individual support synthetic cotton,what is kt tape made of pro elastic kinesio fibers athletic pain individual support synthetic cotton cores ankle kinesiology pf comfort inserts stronger result used cut,2,PseudoRelevanceFeedback,-0.100000,False,0.630930,0.630930,1.000000,1.000000,0.000000,0.000000,10264.49,23295.01
65,0,who sings you sexy thing,"""I believe in miracles"" by Hot Chocolate.",0,QueryReform,-0.100007,False,0.000000,0.000000,0.000000,0.000000,0.000007,0.000007,1703.62,1703.62
65,1,"""I believe in miracles"" by Hot Chocolate.","""I believe in miracles"" by Hot Chocolate. sexy thing ago decade chocolate miracles lyrics song taste called",2,PseudoRelevanceFeedback,0.940476,False,0.000000,0.270238,0.000000,1.000000,0.000000,0.000007,21917.76,23621.38
65,2,"""I believe in miracles"" by Hot Chocolate. sexy thing ago decade chocolate miracles lyrics song taste called","""I Believe in Miracles"" by Hot Chocolate - lyrics, song meaning, and why it's called a sexy thing from decades ago.",0,QueryReform,-0.082605,False,0.270238,0.278943,1.000000,1.000000,0.000014,0.000022,6039.33,29660.71
66,0,what is keynote app used for,what is keynote app used for apple icon iphone use pdf powerpoint watch link presentation mac,2,PseudoRelevanceFeedback,-2.600000,False,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1414.44,1414.44
66,1,what is keynote app used for apple icon iphone use pdf powerpoint watch link presentation mac,"What is the Keynote app used for on Apple devices like iPhone, iPad, and Mac, and how does it relate to PDF, PowerPoint, Apple Watch, and linking presentations?",0,QueryReform,-0.100017,False,0.000000,0.000000,0.000000,0.000000,0.000017,0.000017,5696.30,7110.74
66,2,"What is the Keynote app used for on Apple devices like iPhone, iPad, and Mac, and how does it relate to PDF, PowerPoint, Apple Watch, and linking presentations?","What is the Keynote app used for on Apple devices like iPhone, iPad, and Mac, and how does it relate to PDF, PowerPoint, Apple Watch, and linking presentations?",3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.07,7110.81
67,0,types of humbucker pickups,types of humbucker pickups,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3762.53,3762.53
67,1,types of humbucker pickups,types of humbucker pickups and their characteristics,0,QueryReform,-0.100008,False,0.000000,0.000000,0.000000,0.000000,0.000008,0.000008,3626.01,7388.54
67,2,types of humbucker pickups and their characteristics,types of humbucker pickups and their characteristics,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.08,7388.62
68,0,who starred.in the miracle.worker,who starred.in the miracle.worker,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,0.11
69,0,types of iron lines cornea,types of iron lines cornea,3,STOP,0.000000,True,0.630930,0.630930,1.000000,1.000000,0.000000,0.000000,0.13,0.13
70,0,who started black history month and what year,who started black history month and what year,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3273.95,3273.95
70,1,who started black history month and what year,who started black history month and what year,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,3274.06
71,0,how long ribs in bbq sauce,how long ribs in bbq sauce,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.17,0.17
72,0,what is john adams background?,what is john adams background? president quincy children office background historical family years best biographies,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5100.57,5100.57
72,1,what is john adams background? president quincy children office background historical family years best biographies,"John Adams' background: early life, education, legal career, role in the American Revolution, presidency, family (including John Quincy Adams), and the best biographies covering his life and historical significance.",0,QueryReform,-0.100018,False,0.000000,0.000000,0.000000,0.000000,0.000018,0.000018,9916.25,15016.82
72,2,"John Adams' background: early life, education, legal career, role in the American Revolution, presidency, family (including John Quincy Adams), and the best biographies covering his life and historical significance.","John Adams' background: early life, education, legal career, role in the American Revolution, presidency, family (including John Quincy Adams), and the best biographies covering his life and historical significance.",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,1163.89,16180.70
73,0,how long schooling for lvn and salaries for california,how long schooling for lvn and salaries for california salary programs san nurse rn average jobs job ziprecruiter area,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5983.28,5983.28
73,1,how long schooling for lvn and salaries for california salary programs san nurse rn average jobs job ziprecruiter area,how long schooling for lvn and salaries for california salary programs san nurse rn average jobs job ziprecruiter area,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3941.53,9924.82
73,2,how long schooling for lvn and salaries for california salary programs san nurse rn average jobs job ziprecruiter area,"How long is the schooling for an LVN, and what are the average salaries for LVN and RN jobs in California, including programs in San Diego and salary information from ZipRecruiter?",0,QueryReform,-0.100019,False,0.000000,0.000000,0.000000,0.000000,0.000018,0.000018,3543.41,13468.23
74,0,product extension definition,product extension definition,1,Rerank,-0.730930,False,0.630930,0.315465,1.000000,1.000000,0.000000,0.000000,2405.72,2405.72
74,1,product extension definition,product extension definition,3,STOP,0.000000,True,0.315465,0.315465,1.000000,1.000000,0.000000,0.000000,0.10,2405.82
75,0,meaning of seep,meaning of seep water verb names pollution english dictionary islamic muslim american merriam,2,PseudoRelevanceFeedback,-1.230930,False,0.315465,0.000000,1.000000,0.000000,0.000000,0.000000,1755.55,1755.55
75,1,meaning of seep water verb names pollution english dictionary islamic muslim american merriam,seep water verb meaning pollution English dictionary Islamic Muslim American Merriam-Webster,0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,1683.94,3439.50
75,2,seep water verb meaning pollution English dictionary Islamic Muslim American Merriam-Webster,seep water verb meaning pollution English dictionary Islamic Muslim American Merriam-Webster rain origin ooze jewish african aramaic hawaiian iranian kurdish persian,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,4781.17,8220.66
76,0,how long is a schedule 2 prescription valid,how long is a schedule 2 prescription valid controlled prescriptions written substance ii months days date drugs pharmacies,2,PseudoRelevanceFeedback,1.269070,False,0.315465,1.000000,1.000000,1.000000,0.000000,0.000000,3494.74,3494.74
76,1,how long is a schedule 2 prescription valid controlled prescriptions written substance ii months days date drugs pharmacies,How long is a Schedule II prescription valid? Controlled prescriptions for Schedule II substances are valid for 90 days from the date written.,0,QueryReform,-0.838154,False,1.000000,0.630930,1.000000,1.000000,0.000014,0.000014,1564.51,5059.26
76,2,How long is a Schedule II prescription valid? Controlled prescriptions for Schedule II substances are valid for 90 days from the date written.,How long is a Schedule II prescription valid? Controlled prescriptions for Schedule II substances are valid for 90 days from the date written.,1,Rerank,-0.588154,False,0.630930,0.386853,1.000000,1.000000,0.000000,0.000014,2527.82,7587.08
77,0,what is the meaning of bottom line?,what is the meaning of bottom line?,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,0.11
78,0,what is profitability potential,what is profitability potential company cost profit changes analysis questions accounting leverage financial use,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7086.78,7086.78
78,1,what is profitability potential company cost profit changes analysis questions accounting leverage financial use,what is profitability potential company cost profit changes analysis questions accounting leverage financial use,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1923.39,9010.17
78,2,what is profitability potential company cost profit changes analysis questions accounting leverage financial use,what is profitability potential company cost profit changes analysis questions accounting leverage financial use based return ratios costing ratio costs cpa assets generate controlling,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6440.35,15450.52
79,0,what is iron used for today,what is iron used for today,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2357.80,2357.80
79,1,what is iron used for today,what is iron used for today tower build steel eiffel metal ore anemia materials world process,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9849.19,12206.99
79,2,what is iron used for today tower build steel eiffel metal ore anemia materials world process,what is iron used for today tower build steel eiffel metal ore anemia materials world process,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,12207.06
80,0,who uses puppets,"Puppets are used by puppeteers, educators, therapists, children, entertainers, storytellers, filmmakers, advertisers, religious or cultural performers, and actors in theater, television, and film.",0,QueryReform,-0.100017,False,0.000000,0.000000,0.000000,0.000000,0.000017,0.000017,2494.95,2494.95
80,1,"Puppets are used by puppeteers, educators, therapists, children, entertainers, storytellers, filmmakers, advertisers, religious or cultural performers, and actors in theater, television, and film.","Puppets are used by puppeteers, educators, therapists, children, entertainers, storytellers, filmmakers, advertisers, religious or cultural performers, and actors in theater, television, and film. bunraku growth expected puppeteers puppet job taymor life theater american",2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,5202.34,7697.29
80,2,"Puppets are used by puppeteers, educators, therapists, children, entertainers, storytellers, filmmakers, advertisers, religious or cultural performers, and actors in theater, television, and film. bunraku growth expected puppeteers puppet job taymor life theater american","Puppets are used by puppeteers, educators, therapists, children, entertainers, storytellers, filmmakers, advertisers, religious or cultural performers, and actors in theater, television, and film. bunraku growth expected puppeteers puppet job taymor life theater american",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,446.41,8143.70
81,0,how long should bleeding last after labor,how long should bleeding last after labor,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.12,0.12
82,0,how long should circle time be for preschool,how long should circle time be for preschool,1,Rerank,-1.469070,False,1.000000,0.315465,1.000000,1.000000,0.000000,0.000000,2410.34,2410.34
82,1,how long should circle time be for preschool,how long should circle time be for preschool activities area children songs class teachers day learning teacher lesson,2,PseudoRelevanceFeedback,0.269070,False,0.315465,0.500000,1.000000,1.000000,0.000000,0.000000,1638.83,4049.17
82,2,how long should circle time be for preschool activities area children songs class teachers day learning teacher lesson,how long should circle time be for preschool activities area children songs class teachers day learning teacher lesson,3,STOP,0.000000,True,0.500000,0.500000,1.000000,1.000000,0.000000,0.000000,0.07,4049.24
83,0,what is international trap,what is international trap,1,Rerank,1.374701,False,0.262650,1.000000,1.000000,1.000000,0.000000,0.000000,3791.45,3791.45
83,1,what is international trap,what is international trap steam traps ghostbusters mole grease plumbing best sink issue heating,2,PseudoRelevanceFeedback,-2.600000,False,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,4308.26,8099.71
83,2,what is international trap steam traps ghostbusters mole grease plumbing best sink issue heating,what is international trap steam traps ghostbusters mole grease plumbing best sink issue heating,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,8099.78
84,0,who voices jake jr,who voices jake jr,3,STOP,0.000000,True,0.386853,0.386853,1.000000,1.000000,0.000000,0.000000,0.10,0.10
85,0,types of misdemeanor charges,types of misdemeanor charges,0,QueryReform,-0.100006,False,0.000000,0.000000,0.000000,0.000000,0.000006,0.000006,857.21,857.21
85,1,types of misdemeanor charges,types of misdemeanor charges class offenses marijuana content theft harassment crimes texas criminal common,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,3662.04,4519.25
85,2,types of misdemeanor charges class offenses marijuana content theft harassment crimes texas criminal common,"types of misdemeanor charges and class offenses in Texas criminal law, including marijuana possession, theft, harassment, and other common crimes",0,QueryReform,-0.100013,False,0.000000,0.000000,0.000000,0.000000,0.000013,0.000020,1616.98,6136.23
86,0,how long should hardwood acclimate,How long should hardwood flooring acclimate before installation?,0,QueryReform,-0.100008,False,0.000000,0.000000,0.000000,0.000000,0.000008,0.000008,859.86,859.86
86,1,How long should hardwood flooring acclimate before installation?,How long should hardwood flooring acclimate before installation?,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.07,859.93
87,0,what is insured first name,what is insured first name,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,0.11
88,0,what is resiliency,what is resiliency resilience application ego planning definition important word bounce noun foam,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1378.37,1378.37
88,1,what is resiliency resilience application ego planning definition important word bounce noun foam,what is resiliency resilience application ego planning definition important word bounce noun foam,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2657.08,4035.45
88,2,what is resiliency resilience application ego planning definition important word bounce noun foam,what is resiliency resilience application ego planning definition important word bounce noun foam elasticity does resile difference vs ability rate translations suppleness mean,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21879.38,25914.83
89,0,how long should i cook an egg to hard boil,How long should I cook an egg to achieve a hard-boiled consistency?,0,QueryReform,-0.100010,False,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,1686.33,1686.33
89,1,How long should I cook an egg to achieve a hard-boiled consistency?,How long should I cook an egg to achieve a hard-boiled consistency?,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,0.07,1686.40
90,0,what is installed at the finish of plumbing stage,what is installed at the finish of plumbing stage,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,0.07
91,0,who was alima,who was alima 2015 atta 19 june pr beach female called staff women,2,PseudoRelevanceFeedback,-1.861860,False,0.630930,0.000000,1.000000,0.000000,0.000000,0.000000,7909.58,7909.58
91,1,who was alima 2015 atta 19 june pr beach female called staff women,who was alima 2015 atta 19 june pr beach female called staff women,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,7909.65
92,0,which compounds behave as acids when dissolved in water,which compounds behave as acids when dissolved in water,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.16,0.16
93,0,how long should i study for mcat,how long should i study for mcat,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.11,0.11
94,0,who was beverly archer on the young & the restless,who was beverly archer on the young & the restless pictures actress family role mama dad major sharon born present,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4963.53,4963.53
94,1,who was beverly archer on the young & the restless pictures actress family role mama dad major sharon born present,"Who is Beverly Archer from *The Young and the Restless*? Provide pictures, information about the actress, her family, her role on the show, her character's mother and father, her major storyline involving Sharon, her birth date, and her present status.",0,QueryReform,-0.100023,False,0.000000,0.000000,0.000000,0.000000,0.000023,0.000023,12544.73,17508.26
94,2,"Who is Beverly Archer from *The Young and the Restless*? Provide pictures, information about the actress, her family, her role on the show, her character's mother and father, her major storyline involving Sharon, her birth date, and her present status.","Who is Beverly Archer from *The Young and the Restless*? Provide pictures, information about the actress, her family, her role on the show, her character's mother and father, her major storyline involving Sharon, her birth date, and her present status.",3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.07,17508.33
95,0,what is the ghost,what is the ghost,1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1962.78,1962.78
95,1,what is the ghost,What is a ghost?,0,QueryReform,-0.100006,False,0.000000,0.000000,0.000000,0.000000,0.000006,0.000006,2160.10,4122.89
95,2,What is a ghost?,What is a ghost? ghost ghosts pokemon type beat dark kitchen effective super webkinz,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,2036.02,6158.90
96,0,types of penguins species,types of penguins species penguin live emperor list different distinct years closely called birds,2,PseudoRelevanceFeedback,-1.000000,False,0.200000,0.000000,1.000000,0.000000,0.000000,0.000000,1285.61,1285.61
96,1,types of penguins species penguin live emperor list different distinct years closely called birds,types of penguins species penguin live emperor list different distinct years closely called birds,3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07,1285.68
97,0,what is in the host file,What is the hosts file and what does it contain?,0,QueryReform,1.474500,False,0.212746,1.000000,1.000000,1.000000,0.000008,0.000008,1121.23,1121.23
97,1,What is the hosts file and what does it contain?,What is the hosts file and what does it contain?,1,Rerank,-0.100000,False,1.000000,1.000000,1.000000,1.000000,0.000000,0.000008,1694.28,2815.50
97,2,What is the hosts file and what does it contain?,What is the hosts file and what does it contain? ansible domain windows ip com liquidweb inventory used address computer,2,PseudoRelevanceFeedback,-1.706877,False,1.000000,0.196562,1.000000,1.000000,0.000000,0.000008,15536.29,18351.79
98,0,who was cludes brother in the movie bonnie and clyde,who was cludes brother in the movie bonnie and clyde barrow mother couple parker law sister 1967 time quotes crime,2,PseudoRelevanceFeedback,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7203.46,7203.46
98,1,who was cludes brother in the movie bonnie and clyde barrow mother couple parker law sister 1967 time quotes crime,"Who was Clyde Barrow's brother in the 1967 movie ""Bonnie and Clyde""?",0,QueryReform,-0.100013,False,0.000000,0.000000,0.000000,0.000000,0.000013,0.000013,2875.04,10078.50
98,2,"Who was Clyde Barrow's brother in the 1967 movie ""Bonnie and Clyde""?","Who was Clyde Barrow's brother in the 1967 movie ""Bonnie and Clyde""?",3,STOP,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.07,10078.57
99,0,what is idiopathic transverse myelitis?,what is idiopathic transverse myelitis? myelitis spinal cause causes cord g37 blood 10 disorders called,2,PseudoRelevanceFeedback,-0.126545,False,0.244651,0.231378,1.000000,1.000000,0.000000,0.000000,1233.78,1233.78
99,1,what is idiopathic transverse myelitis? myelitis spinal cause causes cord g37 blood 10 disorders called,"Idiopathic transverse myelitis is a neurological disorder caused by inflammation across one segment of the spinal cord, with no identifiable underlying cause (such as autoimmune diseases, infections, or other systemic conditions). It is classified under ICD-10 code G37.3, and the inflammation damages the myelin sheath, leading to symptoms like weakness, sensory loss, and bladder/bowel dysfunction.",0,QueryReform,-1.062785,False,0.231378,0.000000,1.000000,0.000000,0.000029,0.000029,9064.63,10298.41
99,2,"Idiopathic transverse myelitis is a neurological disorder caused by inflammation across one segment of the spinal cord, with no identifiable underlying cause (such as autoimmune diseases, infections, or other systemic conditions). It is classified under ICD-10 code G37.3, and the inflammation damages the myelin sheath, leading to symptoms like weakness, sensory loss, and bladder/bowel dysfunction.","Idiopathic transverse myelitis is a neurological disorder caused by inflammation across one segment of the spinal cord, with no identifiable underlying cause (such as autoimmune diseases, infections, or other systemic conditions). It is classified under ICD-10 code G37.3, and the inflammation damages the myelin sheath, leading to symptoms like weakness, sensory loss, and bladder/bowel dysfunction.",1,Rerank,-0.100000,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000029,3518.74,13817.15
